age,monthly income,ns1,ns2,ns3,sb,gender,marital status,current employment status,dbms,visualization tools,experience(in years),days_since_applying,continent,num_skills,occupation_category,cluster
46.4,106335.0,a,0,missing,0,F,married,unemployed,Python,missing,8,298.0,Unknown,2,Engineering & Product Dev,2
61.0,50403.0,a,0,003,1,Other,missing,freelancer,missing,R,3,797.0,Asia,2,Healthcare & Therapy,3
42.452599388379205,109111.0,b,1,missing,1,missing,missing,freelancer,Excel,missing,1,539.2338129496403,North America,2,Healthcare & Therapy,0
45.2,73458.0,b,0,002,0,M,missing,freelancer,SQL,PowerBI,10,270.0,Asia,2,Science & Research,3
42.452599388379205,14258.0,a,0,missing,0,missing,missing,freelancer,missing,R,2,539.2338129496403,North America,2,Healthcare & Therapy,3
53.0,38539.0,b,0,002,1,M,missing,unemployed,Python,missing,5,124.00000000000006,Africa,2,Science & Research,3
33.2,35875.0,missing,1,missing,1,missing,single,missing,missing,R,6,372.0,North America,2,Community & Admin Services,1
27.0,124949.0,c,0,missing,0,M,missing,unemployed,Python,PowerBI,0,883.0,Unknown,2,Engineering & Product Dev,2
35.0,46532.0,missing,1,002,1,missing,missing,missing,missing,PowerBI,0,315.0,North America,2,Science & Research,1
52.8,89466.0,missing,0,001,1,F,missing,freelancer,SQL,PowerBI,6,15.0,Europe,2,Planning & Operations,2
38.6,16984.0,b,1,abc,1,missing,married,freelancer,missing,R,3,263.0,Europe,2,Engineering & Product Dev,1
43.0,39394.0,a,1,missing,0,M,single,missing,Python,missing,9,54.0,Asia,2,Science & Research,1
56.0,10175.0,a,1,abc,1,missing,missing,missing,SQL,Tableau,10,833.0,North America,2,"Business, Finance & Legal",1
42.452599388379205,141395.0,b,0,missing,0,missing,single,freelancer,Excel,PowerBI,7,539.2338129496403,Asia,2,Community & Admin Services,2
56.0,57867.0,c,1,003,0,M,missing,unemployed,missing,R,3,609.0,Europe,2,Planning & Operations,1
44.2,134526.0,c,1,missing,1,M,married,missing,Python,R,7,59.0,Oceania,2,Surveying & Real Estate,0
24.0,99428.0,c,1,missing,1,M,single,unemployed,SQL,R,5,956.0,Asia,2,Engineering & Product Dev,0
42.4,94842.0,c,1,abc,1,missing,missing,missing,missing,Tableau,1,502.0,North America,2,Surveying & Real Estate,0
49.0,46784.0,b,1,missing,1,missing,missing,unemployed,missing,missing,5,453.0,Africa,2,Community & Admin Services,1
46.8,132958.0,b,1,abc,1,M,missing,employed,missing,missing,9,1032.0,North America,2,Science & Research,0
42.452599388379205,29967.0,missing,0,abc,1,missing,single,employed,SQL,missing,7,539.2338129496403,Europe,2,Engineering & Product Dev,3
28.0,91742.0,b,1,missing,0,missing,missing,missing,SQL,PowerBI,7,607.8,Unknown,2,Science & Research,0
45.0,122196.0,c,1,abc,1,M,missing,employed,missing,missing,0,165.0,Europe,2,Media & Creative Arts,0
48.4,59224.0,missing,0,003,1,F,missing,missing,missing,missing,7,1019.0,Africa,2,Healthcare & Therapy,3
42.452599388379205,63129.0,a,0,003,1,missing,missing,employed,Excel,Tableau,7,539.2338129496403,Europe,2,Science & Research,3
42.452599388379205,56359.0,a,1,abc,0,missing,missing,employed,missing,PowerBI,10,539.2338129496403,Africa,2,Science & Research,1
55.0,137172.0,c,0,001,1,missing,missing,missing,SQL,missing,2,430.8,Asia,2,Engineering & Product Dev,2
26.0,89369.0,missing,1,abc,0,Other,missing,freelancer,missing,Tableau,2,593.6,North America,2,Science & Research,0
42.452599388379205,148604.0,c,0,missing,0,F,missing,freelancer,SQL,Tableau,8,539.2338129496403,Africa,2,Healthcare & Therapy,2
39.2,97337.0,missing,0,missing,1,missing,missing,employed,missing,PowerBI,0,149.0,Asia,2,Surveying & Real Estate,2
27.0,47188.0,b,1,002,1,Other,single,freelancer,missing,PowerBI,9,79.99999999999994,North America,2,Planning & Operations,1
46.8,106944.0,a,0,missing,1,M,missing,missing,Python,missing,0,1031.0,Africa,2,Science & Research,2
49.0,121146.0,a,0,missing,0,F,missing,unemployed,Excel,Tableau,2,449.0,North America,2,Engineering & Product Dev,2
50.0,78167.0,missing,1,002,0,missing,single,freelancer,missing,Tableau,0,691.8,Unknown,2,Community & Admin Services,0
44.2,83945.0,missing,0,missing,1,M,missing,missing,SQL,Tableau,8,808.0,Europe,2,Community & Admin Services,2
50.0,110753.0,b,0,002,0,Other,missing,freelancer,SQL,missing,8,691.8,Asia,2,Planning & Operations,2
39.8,95703.0,missing,0,missing,0,M,missing,missing,Excel,missing,4,487.0,Europe,2,Healthcare & Therapy,2
43.8,103293.0,missing,0,abc,1,M,married,freelancer,missing,PowerBI,1,1011.0,Europe,2,Science & Research,2
44.8,60255.0,a,1,001,0,missing,missing,employed,SQL,PowerBI,7,603.0,Asia,2,Community & Admin Services,1
39.0,51659.0,b,0,001,0,Other,missing,missing,missing,missing,5,524.0,Africa,2,Engineering & Product Dev,3
45.0,21577.0,a,1,003,1,Other,missing,missing,Excel,R,7,1069.0,North America,2,Media & Creative Arts,1
37.8,144845.0,a,0,missing,1,missing,married,freelancer,Python,PowerBI,8,306.0,North America,2,Community & Admin Services,2
27.0,108306.0,missing,0,001,1,F,missing,unemployed,missing,missing,2,660.0,North America,2,Media & Creative Arts,2
29.0,55941.0,b,0,missing,1,missing,single,freelancer,Excel,R,1,584.8,Oceania,2,Science & Research,3
42.452599388379205,98621.0,c,0,001,1,missing,married,freelancer,missing,missing,5,539.2338129496403,Oceania,2,Media & Creative Arts,2
42.452599388379205,100549.0,c,1,002,1,Other,married,missing,Python,R,2,539.2338129496403,Europe,2,Community & Admin Services,0
42.452599388379205,99041.0,b,0,missing,1,F,single,freelancer,SQL,missing,3,539.2338129496403,Unknown,2,"Business, Finance & Legal",2
46.2,9883.0,missing,1,missing,1,missing,single,missing,Python,missing,8,292.0,Unknown,2,Planning & Operations,1
59.0,81283.0,c,0,missing,1,missing,single,unemployed,missing,Tableau,8,981.0,Africa,2,"Business, Finance & Legal",2
46.0,43325.0,missing,0,001,0,missing,single,freelancer,Python,Tableau,0,921.0,North America,2,Planning & Operations,3
43.6,124182.0,a,1,missing,1,M,missing,freelancer,missing,missing,9,591.0,Asia,2,Engineering & Product Dev,0
42.452599388379205,25404.0,missing,1,abc,0,missing,missing,freelancer,missing,missing,9,539.2338129496403,South America,2,Community & Admin Services,1
50.0,25208.0,missing,1,002,0,F,missing,missing,Excel,Tableau,6,691.8,Asia,2,Engineering & Product Dev,1
64.0,130572.0,a,0,002,1,M,single,unemployed,missing,missing,2,605.2,Asia,2,Community & Admin Services,2
40.2,43499.0,a,0,003,0,missing,single,freelancer,Excel,Tableau,7,229.0,South America,2,Community & Admin Services,3
39.0,112680.0,c,0,002,1,F,missing,missing,missing,missing,1,645.0,Africa,2,Community & Admin Services,2
39.8,58044.0,missing,0,missing,1,F,single,unemployed,missing,missing,9,499.0,Africa,2,Engineering & Product Dev,3
33.2,39164.0,missing,1,missing,1,missing,missing,employed,missing,missing,3,355.0,Africa,2,Healthcare & Therapy,1
42.452599388379205,30615.0,missing,0,003,1,F,missing,missing,missing,missing,4,539.2338129496403,North America,2,Healthcare & Therapy,3
50.2,35888.0,missing,1,abc,0,Other,missing,employed,SQL,missing,10,1040.0,Europe,2,Media & Creative Arts,1
42.452599388379205,100851.0,b,1,002,1,missing,missing,unemployed,Python,missing,8,539.2338129496403,Africa,2,"Business, Finance & Legal",0
42.452599388379205,109367.0,c,1,missing,0,missing,married,employed,SQL,missing,6,539.2338129496403,Oceania,2,Engineering & Product Dev,0
39.0,6386.0,b,0,abc,1,M,missing,unemployed,Python,PowerBI,9,580.0,South America,2,Science & Research,3
42.452599388379205,141578.0,b,0,001,0,missing,single,unemployed,missing,R,3,539.2338129496403,North America,2,Community & Admin Services,2
42.452599388379205,49428.0,a,0,002,1,F,missing,missing,Python,missing,6,539.2338129496403,Africa,2,Engineering & Product Dev,3
49.6,22987.0,b,0,003,1,Other,married,missing,SQL,missing,6,428.0,Europe,2,"Business, Finance & Legal",3
39.2,32909.0,missing,1,missing,1,Other,missing,missing,missing,R,7,151.99999999999994,Europe,2,Planning & Operations,1
39.6,125284.0,missing,0,001,1,M,single,missing,SQL,Tableau,5,532.0,Oceania,2,Science & Research,2
42.452599388379205,74035.0,a,1,001,1,Other,married,missing,Python,R,3,539.2338129496403,Europe,2,Community & Admin Services,1
35.0,57341.0,a,0,003,0,F,married,missing,Python,Tableau,1,935.0,Europe,2,"Business, Finance & Legal",3
42.452599388379205,146944.0,a,0,003,1,missing,missing,missing,SQL,missing,4,539.2338129496403,North America,2,"Business, Finance & Legal",2
42.8,115933.0,missing,0,001,1,missing,married,missing,Excel,missing,7,69.0,South America,2,Community & Admin Services,2
62.0,104464.0,b,0,003,1,F,missing,unemployed,Python,missing,9,954.0,Africa,2,Science & Research,2
41.0,114862.0,c,0,abc,1,missing,married,missing,SQL,PowerBI,4,479.6,Africa,2,"Business, Finance & Legal",2
42.452599388379205,44203.0,missing,1,002,1,missing,missing,missing,Python,R,8,539.2338129496403,North America,2,"Business, Finance & Legal",1
44.8,20738.0,a,1,abc,1,missing,missing,freelancer,Python,R,8,603.0,Europe,2,Science & Research,1
37.8,97036.0,a,0,missing,0,Other,missing,missing,missing,missing,1,140.0,Asia,2,Planning & Operations,2
42.452599388379205,42971.0,c,0,abc,1,M,married,freelancer,SQL,R,5,539.2338129496403,Oceania,2,Community & Admin Services,3
37.0,108666.0,b,0,003,1,missing,married,employed,SQL,Tableau,10,551.0,Asia,2,Science & Research,2
39.2,109083.0,b,1,001,1,missing,single,missing,missing,PowerBI,1,938.0,Unknown,2,Media & Creative Arts,0
57.0,107195.0,b,0,002,1,missing,married,unemployed,missing,Tableau,0,761.0,Europe,2,Engineering & Product Dev,2
30.200000000000003,127471.0,missing,1,missing,1,F,married,missing,missing,missing,10,740.0,North America,2,Planning & Operations,0
42.452599388379205,144928.0,b,0,abc,0,M,missing,freelancer,missing,R,2,539.2338129496403,North America,2,Planning & Operations,2
18.0,40730.0,c,1,abc,1,missing,missing,employed,missing,R,9,607.2,Unknown,2,Science & Research,1
42.4,119584.0,missing,0,002,1,missing,missing,employed,missing,Tableau,8,407.0,Asia,2,Planning & Operations,2
48.8,144445.0,b,1,002,1,F,missing,employed,missing,missing,7,1004.0,Asia,2,Community & Admin Services,0
42.452599388379205,10084.0,c,1,missing,1,F,missing,freelancer,SQL,missing,0,539.2338129496403,Europe,2,Engineering & Product Dev,1
23.0,94630.0,missing,1,abc,1,missing,single,freelancer,Excel,Tableau,0,732.0,Europe,2,Healthcare & Therapy,0
43.0,55382.0,b,1,001,1,F,missing,unemployed,Excel,Tableau,7,300.40000000000003,Europe,2,Science & Research,1
44.8,86817.0,c,0,missing,1,missing,single,freelancer,missing,R,3,711.0,Unknown,2,Engineering & Product Dev,2
35.2,66857.0,missing,0,001,0,Other,single,missing,SQL,PowerBI,0,235.0,Unknown,2,Surveying & Real Estate,3
42.452599388379205,28456.0,a,0,abc,1,missing,single,employed,Python,Tableau,8,539.2338129496403,Europe,2,Surveying & Real Estate,3
47.6,96047.0,missing,0,001,1,Other,married,freelancer,Excel,missing,7,586.0,Unknown,2,Engineering & Product Dev,2
42.452599388379205,53923.0,missing,0,003,1,Other,married,employed,missing,Tableau,7,539.2338129496403,North America,2,Healthcare & Therapy,3
39.0,137633.0,missing,0,001,1,missing,missing,employed,missing,missing,3,657.0,Europe,2,Media & Creative Arts,2
42.452599388379205,79220.0,c,1,missing,1,M,single,employed,SQL,Tableau,0,539.2338129496403,North America,2,Planning & Operations,0
40.0,106868.0,missing,0,missing,1,M,married,missing,Excel,PowerBI,3,206.0,Europe,2,"Business, Finance & Legal",2
49.0,20912.0,c,0,missing,1,Other,single,missing,Python,missing,0,592.8,North America,2,Healthcare & Therapy,3
39.2,141179.0,b,1,missing,0,missing,married,unemployed,missing,Tableau,9,618.0,Europe,2,Planning & Operations,0
42.452599388379205,32659.0,c,0,missing,1,M,married,missing,missing,missing,5,539.2338129496403,North America,2,Science & Research,3
42.452599388379205,97359.0,c,0,003,1,missing,missing,freelancer,missing,Tableau,9,539.2338129496403,Oceania,2,Engineering & Product Dev,2
42.452599388379205,71607.0,c,0,abc,1,M,single,freelancer,missing,PowerBI,8,539.2338129496403,Africa,2,Engineering & Product Dev,3
37.0,61314.0,c,1,missing,1,missing,married,employed,Excel,missing,5,406.0,North America,2,Media & Creative Arts,1
38.6,70498.0,a,1,003,1,missing,married,employed,Python,missing,2,260.0,Africa,2,Surveying & Real Estate,0
42.452599388379205,29999.0,b,1,missing,1,M,missing,freelancer,missing,missing,1,539.2338129496403,Africa,2,"Business, Finance & Legal",1
42.452599388379205,105266.0,a,1,missing,1,Other,married,freelancer,missing,Tableau,2,539.2338129496403,Oceania,2,Surveying & Real Estate,0
42.452599388379205,137311.0,b,0,abc,1,missing,married,freelancer,Excel,missing,9,539.2338129496403,Africa,2,Planning & Operations,2
42.452599388379205,109471.0,missing,1,missing,0,F,married,missing,missing,missing,3,539.2338129496403,South America,2,Science & Research,0
42.452599388379205,23781.0,b,1,003,1,M,missing,missing,Python,R,3,539.2338129496403,Unknown,2,Community & Admin Services,1
47.4,49369.0,c,0,abc,0,missing,married,unemployed,Python,Tableau,1,1010.0,Asia,2,Media & Creative Arts,3
65.0,43712.0,b,1,003,1,Other,missing,employed,Python,Tableau,8,754.0,Asia,2,"Business, Finance & Legal",1
42.452599388379205,148864.0,missing,0,missing,0,M,single,freelancer,SQL,PowerBI,4,539.2338129496403,Oceania,2,Media & Creative Arts,2
47.0,7184.0,b,1,missing,1,Other,single,freelancer,missing,Tableau,6,115.0,Africa,2,Engineering & Product Dev,1
63.0,144345.0,b,0,002,1,missing,single,employed,SQL,missing,4,43.0,Africa,2,Healthcare & Therapy,2
42.8,97251.0,c,1,002,1,M,missing,missing,Excel,missing,4,68.0,Africa,2,Engineering & Product Dev,0
42.452599388379205,28014.0,missing,0,missing,0,missing,married,missing,Python,missing,5,539.2338129496403,Africa,2,Surveying & Real Estate,3
52.0,146912.0,a,0,003,0,missing,married,freelancer,Excel,missing,8,117.0,North America,2,Media & Creative Arts,2
25.0,43147.0,a,0,abc,1,Other,missing,unemployed,SQL,PowerBI,2,613.0,Asia,2,"Business, Finance & Legal",3
42.452599388379205,65532.0,a,0,missing,1,Other,missing,unemployed,missing,missing,7,539.2338129496403,Asia,2,"Business, Finance & Legal",3
44.8,133829.0,missing,0,002,0,F,missing,employed,Python,missing,3,714.0,Oceania,2,Community & Admin Services,2
60.0,120155.0,missing,0,abc,0,missing,single,missing,missing,R,6,331.0,Asia,2,Engineering & Product Dev,2
42.452599388379205,15095.0,missing,1,abc,1,M,missing,employed,missing,missing,8,539.2338129496403,Europe,2,Engineering & Product Dev,1
21.0,84837.0,b,0,002,1,Other,single,missing,SQL,missing,10,877.0,Asia,2,Planning & Operations,2
42.452599388379205,148237.0,c,1,abc,1,missing,married,missing,missing,Tableau,7,539.2338129496403,South America,2,Engineering & Product Dev,0
37.0,37386.0,b,1,missing,1,Other,missing,missing,missing,Tableau,6,552.0,Africa,2,Media & Creative Arts,1
42.0,44345.0,c,0,002,1,missing,missing,missing,Python,Tableau,1,405.0,Unknown,2,Engineering & Product Dev,3
30.0,8200.0,missing,0,abc,1,missing,married,unemployed,missing,missing,7,498.0,Asia,2,Engineering & Product Dev,3
46.0,69150.0,missing,1,missing,0,M,married,employed,Python,PowerBI,2,672.0,Europe,2,Community & Admin Services,1
42.452599388379205,27990.0,a,1,abc,0,F,missing,missing,missing,missing,8,539.2338129496403,North America,2,Planning & Operations,1
42.452599388379205,14395.0,b,1,003,1,missing,missing,missing,Excel,R,7,539.2338129496403,Asia,2,Media & Creative Arts,1
46.8,113464.0,missing,0,missing,0,missing,single,missing,missing,PowerBI,7,1025.0,Asia,2,Community & Admin Services,2
49.2,87965.0,b,0,missing,1,F,missing,missing,missing,missing,2,169.0,Asia,2,Surveying & Real Estate,2
43.2,5414.0,b,1,abc,1,F,missing,missing,Excel,R,5,686.0,South America,2,Engineering & Product Dev,1
58.0,78826.0,b,1,003,1,missing,missing,employed,Excel,R,5,461.0,Asia,2,Media & Creative Arts,1
42.452599388379205,51040.0,a,0,003,1,missing,married,missing,SQL,missing,8,539.2338129496403,North America,2,Science & Research,3
54.0,83471.0,c,0,missing,1,F,missing,freelancer,Excel,Tableau,4,25.0,Unknown,2,Surveying & Real Estate,2
42.452599388379205,107122.0,c,0,001,1,Other,single,freelancer,missing,PowerBI,7,539.2338129496403,Asia,2,"Business, Finance & Legal",2
39.0,84250.0,c,1,003,1,F,missing,missing,Excel,missing,8,649.0,Africa,2,Community & Admin Services,0
42.452599388379205,142265.0,b,0,002,1,missing,married,unemployed,Excel,missing,6,539.2338129496403,Africa,2,Healthcare & Therapy,2
51.0,16542.0,b,0,abc,1,M,missing,employed,missing,R,10,320.0,Africa,2,Science & Research,3
38.0,144532.0,c,0,missing,1,Other,married,freelancer,Excel,PowerBI,9,97.0,North America,2,"Business, Finance & Legal",2
50.0,149012.0,c,1,002,1,missing,married,employed,Python,missing,5,1041.0,Asia,2,Science & Research,0
46.0,18226.0,b,1,001,1,missing,married,missing,missing,missing,9,717.0,Africa,2,"Business, Finance & Legal",1
44.8,144849.0,b,0,missing,0,M,missing,employed,missing,R,10,714.0,North America,2,Community & Admin Services,2
42.452599388379205,63666.0,c,0,003,1,missing,missing,freelancer,missing,missing,0,539.2338129496403,Asia,2,Science & Research,3
48.0,49774.0,b,0,missing,0,missing,missing,employed,Python,missing,10,1086.0,Africa,2,Media & Creative Arts,3
42.452599388379205,113381.0,a,0,002,0,missing,single,freelancer,SQL,missing,6,539.2338129496403,Asia,2,Healthcare & Therapy,2
42.452599388379205,50373.0,b,0,abc,1,missing,missing,freelancer,missing,PowerBI,7,539.2338129496403,North America,2,Science & Research,3
33.2,104329.0,c,0,missing,1,M,married,missing,Excel,Tableau,10,361.0,South America,2,Community & Admin Services,2
40.2,122220.0,a,0,missing,1,Other,missing,missing,Python,PowerBI,9,227.0,Europe,2,"Business, Finance & Legal",2
42.452599388379205,82118.0,a,0,missing,1,M,missing,employed,Python,PowerBI,3,539.2338129496403,South America,2,Healthcare & Therapy,2
42.452599388379205,105346.0,missing,1,abc,0,F,married,unemployed,missing,missing,5,539.2338129496403,Africa,2,Engineering & Product Dev,0
40.4,23807.0,a,0,missing,1,missing,single,unemployed,missing,missing,9,918.0,Oceania,2,"Business, Finance & Legal",3
57.0,149716.0,missing,1,003,0,F,single,missing,missing,Tableau,8,450.0,Asia,2,Community & Admin Services,0
42.452599388379205,14926.0,missing,0,001,1,M,missing,missing,missing,PowerBI,8,539.2338129496403,North America,2,Planning & Operations,3
23.0,25468.0,missing,0,003,1,Other,single,missing,missing,missing,7,707.0,Europe,2,Media & Creative Arts,3
42.452599388379205,82232.0,b,0,001,1,missing,single,missing,missing,Tableau,9,539.2338129496403,South America,2,Community & Admin Services,2
42.452599388379205,132076.0,b,0,missing,1,Other,married,missing,Python,R,4,539.2338129496403,North America,2,Healthcare & Therapy,2
65.0,44619.0,missing,0,002,1,F,married,missing,Excel,R,1,760.4,Africa,2,Healthcare & Therapy,3
56.0,113251.0,missing,0,missing,1,F,missing,employed,Python,PowerBI,0,667.6,South America,2,Science & Research,2
42.452599388379205,144597.0,a,1,missing,1,missing,married,missing,missing,PowerBI,4,539.2338129496403,South America,2,Community & Admin Services,0
54.6,15752.0,b,0,missing,1,missing,missing,freelancer,Python,R,1,31.0,Asia,2,Media & Creative Arts,3
42.452599388379205,68385.0,a,0,003,0,Other,single,employed,Excel,PowerBI,6,539.2338129496403,North America,2,Media & Creative Arts,3
51.0,79264.0,b,0,001,1,missing,single,missing,SQL,missing,10,725.8,Asia,2,Healthcare & Therapy,2
63.0,39054.0,missing,0,002,1,F,missing,missing,Excel,missing,4,710.0,Africa,2,Engineering & Product Dev,3
49.4,24397.0,b,1,abc,1,Other,missing,freelancer,SQL,missing,1,516.0,South America,2,Healthcare & Therapy,1
42.452599388379205,133989.0,b,0,missing,1,F,single,missing,Python,PowerBI,0,539.2338129496403,Oceania,2,Science & Research,2
36.8,9919.0,missing,0,missing,1,M,missing,freelancer,SQL,R,6,880.0,South America,2,Planning & Operations,3
42.452599388379205,110883.0,b,0,002,1,missing,missing,employed,missing,missing,5,539.2338129496403,Asia,2,"Business, Finance & Legal",2
42.452599388379205,28767.0,c,0,003,1,missing,married,unemployed,missing,PowerBI,6,539.2338129496403,Unknown,2,Community & Admin Services,3
42.452599388379205,99178.0,missing,1,missing,1,F,single,unemployed,Excel,missing,3,539.2338129496403,Africa,2,Planning & Operations,0
42.0,135989.0,missing,0,001,1,Other,missing,employed,missing,PowerBI,3,309.0,Asia,2,Community & Admin Services,2
42.452599388379205,145656.0,c,0,002,1,M,married,missing,Excel,missing,9,539.2338129496403,Asia,2,Community & Admin Services,2
35.2,18096.0,b,1,abc,0,missing,single,employed,missing,missing,9,245.0,Asia,2,Community & Admin Services,1
22.0,110384.0,c,1,missing,0,Other,single,missing,SQL,R,1,902.0,Africa,2,Engineering & Product Dev,0
35.0,101974.0,missing,0,abc,0,missing,married,employed,missing,missing,2,567.6,Asia,2,"Business, Finance & Legal",2
49.0,28367.0,b,1,missing,1,F,married,freelancer,missing,missing,6,609.0,Unknown,2,Community & Admin Services,1
33.2,136042.0,b,1,003,1,M,married,unemployed,Excel,missing,1,364.0,Unknown,2,Healthcare & Therapy,0
42.452599388379205,59554.0,b,1,002,1,F,missing,missing,SQL,Tableau,10,539.2338129496403,Africa,2,Community & Admin Services,1
39.6,118946.0,b,0,missing,1,M,single,missing,SQL,Tableau,0,535.0,Europe,2,"Business, Finance & Legal",2
50.0,121607.0,c,1,002,1,F,missing,unemployed,Excel,Tableau,6,596.0,South America,2,Community & Admin Services,0
42.0,131984.0,a,1,002,0,missing,married,missing,Python,Tableau,7,454.0,Asia,2,Science & Research,0
39.2,58008.0,c,0,001,1,Other,single,missing,missing,missing,2,393.0,Europe,2,Community & Admin Services,3
42.452599388379205,49547.0,missing,0,001,1,missing,married,missing,missing,missing,4,539.2338129496403,North America,2,Community & Admin Services,3
41.8,118835.0,a,0,002,1,missing,single,missing,missing,PowerBI,6,753.0,Oceania,2,Community & Admin Services,2
49.6,68048.0,b,0,001,1,F,missing,freelancer,SQL,PowerBI,0,324.0,Europe,2,Planning & Operations,3
33.0,11399.0,missing,0,002,1,F,missing,employed,Excel,missing,5,726.0,Oceania,2,"Business, Finance & Legal",3
42.452599388379205,147196.0,a,1,missing,1,M,missing,employed,Excel,missing,5,539.2338129496403,Oceania,2,Surveying & Real Estate,0
57.0,22565.0,missing,0,002,1,F,single,missing,missing,Tableau,3,1020.0,Europe,2,Engineering & Product Dev,3
42.452599388379205,77651.0,a,1,003,1,missing,single,missing,missing,missing,4,539.2338129496403,North America,2,Science & Research,0
54.400000000000006,125028.0,b,1,abc,0,Other,single,unemployed,Python,PowerBI,2,19.0,Oceania,2,Science & Research,0
27.0,10948.0,b,1,missing,0,missing,missing,missing,Excel,R,3,515.0,Europe,2,"Business, Finance & Legal",1
19.0,112922.0,c,0,abc,1,missing,married,freelancer,SQL,R,3,607.2,Asia,2,Community & Admin Services,2
47.0,79549.0,missing,0,missing,0,missing,married,unemployed,SQL,Tableau,3,118.0,Europe,2,Science & Research,3
42.452599388379205,73264.0,c,0,002,1,Other,married,freelancer,missing,missing,2,539.2338129496403,Africa,2,Science & Research,3
37.0,135919.0,c,0,003,0,M,missing,freelancer,missing,R,9,689.0,North America,2,Planning & Operations,2
42.452599388379205,34442.0,missing,1,002,1,Other,missing,missing,SQL,missing,5,539.2338129496403,Asia,2,Media & Creative Arts,1
38.0,143001.0,a,1,002,1,M,missing,employed,missing,missing,3,556.2,North America,2,Engineering & Product Dev,0
42.452599388379205,19692.0,c,1,002,1,Other,missing,employed,Python,R,5,539.2338129496403,North America,2,Healthcare & Therapy,1
42.4,121449.0,missing,0,003,0,missing,missing,unemployed,missing,missing,1,582.0,Oceania,2,Media & Creative Arts,2
42.452599388379205,142704.0,c,1,missing,1,M,missing,freelancer,missing,Tableau,8,539.2338129496403,Africa,2,"Business, Finance & Legal",0
53.2,105078.0,b,0,abc,1,Other,missing,missing,missing,missing,3,439.0,South America,2,Science & Research,2
18.0,128873.0,b,1,abc,0,missing,married,employed,Excel,R,7,121.0,Africa,2,Surveying & Real Estate,0
36.2,119312.0,b,0,missing,1,Other,single,freelancer,SQL,missing,0,574.0,Europe,2,Science & Research,2
48.4,18864.0,b,0,abc,1,M,missing,missing,Excel,missing,3,698.0,Africa,2,Engineering & Product Dev,3
29.0,147530.0,c,0,missing,1,Other,missing,employed,missing,missing,5,584.8,North America,2,Engineering & Product Dev,2
18.0,132113.0,missing,0,002,1,F,married,unemployed,missing,missing,8,607.2,Africa,2,Healthcare & Therapy,2
45.0,25027.0,b,0,001,1,Other,missing,unemployed,missing,missing,8,1062.0,Africa,2,Engineering & Product Dev,3
37.8,36089.0,a,0,missing,0,F,married,unemployed,SQL,PowerBI,6,307.0,Africa,2,Healthcare & Therapy,3
25.0,118048.0,a,0,001,1,missing,single,missing,Excel,R,0,329.0,Oceania,2,Engineering & Product Dev,2
39.0,37451.0,a,0,002,0,Other,single,unemployed,Python,missing,5,648.0,Europe,2,Science & Research,3
42.452599388379205,22914.0,b,0,001,0,F,married,missing,Excel,PowerBI,3,539.2338129496403,Africa,2,Planning & Operations,3
39.8,53529.0,missing,1,002,1,missing,married,missing,SQL,missing,1,493.0,South America,2,Planning & Operations,1
52.4,134975.0,c,1,missing,1,M,missing,employed,missing,R,7,992.0,Asia,2,Engineering & Product Dev,0
42.452599388379205,111766.0,b,1,002,1,missing,missing,unemployed,Excel,missing,10,539.2338129496403,Unknown,2,Science & Research,0
42.452599388379205,27283.0,b,0,abc,1,missing,married,employed,Python,Tableau,5,539.2338129496403,North America,2,"Business, Finance & Legal",3
41.6,116333.0,missing,1,missing,1,missing,missing,missing,missing,missing,8,1090.0,Asia,2,Engineering & Product Dev,0
38.2,133277.0,missing,0,missing,0,M,single,employed,missing,PowerBI,2,975.0,Oceania,2,Engineering & Product Dev,2
39.6,30253.0,b,0,abc,1,F,missing,missing,missing,R,8,531.0,Africa,2,Science & Research,3
48.4,13283.0,missing,1,abc,1,Other,missing,missing,Excel,PowerBI,2,1021.0,North America,2,Engineering & Product Dev,1
39.6,40255.0,b,1,abc,1,missing,missing,missing,missing,missing,7,533.0,Asia,2,Planning & Operations,1
53.0,74046.0,missing,0,abc,1,Other,single,employed,missing,PowerBI,2,411.2,Europe,2,Community & Admin Services,3
42.452599388379205,94458.0,missing,1,abc,1,Other,missing,employed,SQL,Tableau,3,539.2338129496403,Asia,2,Science & Research,0
40.0,22170.0,b,1,003,0,M,missing,employed,missing,missing,9,206.0,Europe,2,Healthcare & Therapy,1
45.2,10829.0,c,1,missing,1,Other,single,missing,Excel,Tableau,5,425.0,South America,2,Engineering & Product Dev,1
41.8,83517.0,c,1,002,1,M,married,freelancer,Python,PowerBI,4,747.0,Oceania,2,Engineering & Product Dev,0
43.0,29106.0,b,0,003,1,M,missing,missing,SQL,R,1,300.40000000000003,Unknown,2,Engineering & Product Dev,3
37.2,146544.0,c,0,abc,1,Other,missing,missing,SQL,PowerBI,10,953.0,Asia,2,Media & Creative Arts,2
51.0,127498.0,b,0,missing,1,missing,single,missing,SQL,R,7,725.8,Europe,2,Community & Admin Services,2
33.0,112547.0,c,1,missing,0,missing,missing,unemployed,Python,missing,3,565.0,Europe,2,"Business, Finance & Legal",0
33.0,69379.0,b,0,abc,1,missing,single,unemployed,SQL,R,2,817.0,Asia,2,Media & Creative Arts,3
42.452599388379205,16070.0,missing,1,001,1,Other,missing,employed,missing,R,10,539.2338129496403,North America,2,Healthcare & Therapy,1
